minusLOG10p-value(GFP vs WT),Difference(GFP vs WT),Gene names
1.932579533,0.354523341,CLPB
1.472286181,-0.326363881,RAB33B
1.535692529,-0.889101028,LSG1
1.790269871,-1.242158254,KLC2
0.727468731,0.47032547,QRSL1
0.845039412,-0.476026535,RAB1B
0.626293819,0.337694168,MRPL18
1.596779863,1.491888682,CCDC8
3.439650021,-0.370864232,ISCU
1.546511844,0.183836619,EHD4
1.532425095,-0.626684825,VPS16
1.710557066,-0.726981481,SLK
1.390655463,1.001188914,TSPYL2
2.747915304,0.313348134,MRPL46
0.232257726,0.211517334,PNN
1.413716558,-0.376598994,TMEM245
2.9792842,-2.031585058,CPVL
0.153158589,0.418190002,DPAGT1
1.707897196,-0.395716349,TMX1
2.095043174,-1.137029648,CHMP4B
0.008486613,0.014651616,PIGU
3.327981992,-1.263935725,GOLPH3
0.898128249,-0.392371496,OSBPL3
0.330020306,-0.316389084,EHD1
2.726131936,1.212189992,TFB2M
1.338879204,0.803981145,CCDC86
0.929672341,0.316699346,REEP4
0.134540083,-0.088303248,C8orf33
1.964726811,-1.213254293,METTL17
0.028853576,0.019316355,ACAD9
0.914234553,0.604949315,SLC25A22
1.375590015,-0.199865341,SFXN1
1.544430016,0.561767578,MRPL44
1.94777975,0.518010457,CARS2
0.602853835,-0.372142792,GNB4
1.934655937,0.593858083,GRPEL1
1.806856022,-0.981700897,RDH14
1.750777427,-1.890369415,PLGRKT
1.476581855,-0.906357447,SLC38A10
1.181159228,-0.313815435,TMEM165
0.214326727,-0.425020218,SLC25A19
0.343208055,0.134906769,RNMTL1
3.728118197,0.614861806,MCCC2
1.026781831,0.531649907,SDF2L1
2.693758692,-0.625259399,PREB
1.446010967,-1.451219559,ATP13A1
0.966860398,0.333495458,MRPL47
2.09049701,-1.75401179,CHMP1A
0.631880556,-1.153912226,TM9SF3
0.827530667,-0.19724528,JPH1
2.63238681,-0.903152466,APMAP
2.068752207,-0.407805125,RAB18
3.458689162,0.371638616,MRPS30
0.615938679,0.935634613,ACOT13
1.343688859,0.449908574,TIMMDC1
2.833921928,-0.486146927,RTN4
1.505896079,0.428459803,DIABLO
4.381420087,1.553146998,DDX21
0.033740212,0.012996038,AAAS
0.136471143,0.038721085,ABCB10
2.618826052,-0.519397736,CMC2
0.727740539,-0.637671789,RAB6B
1.985535886,0.34139061,MRPL17
1.159939998,-0.46157519,SERINC1
3.285343009,-0.90266482,AGPAT3
3.378298597,2.048179626,TOMM22
3.348245135,-0.674719493,SACM1L
0.736588724,1.244361242,ABHD10
2.177047356,-0.92032369,DDX28
2.584346727,-0.782975515,LIN7C
0.270371671,0.112714132,AGPAT5
0.180806345,-0.238862991,EXOC1
1.131765913,0.356023788,UQCC
0.116291705,-0.031155268,EXD2
1.318937941,0.136134466,DNAJC11
2.903342649,1.007825216,ATAD3A
1.189831933,-0.486004512,ARL8B
2.412874024,0.646031698,MTPAP
1.04723667,-0.266878764,ARGLU1
0.148199827,-0.090528488,SLTM
0.697884045,0.545923869,CCDC109B
3.046878043,4.220708211,AURKAIP1
0.124293875,-0.110032399,NDUFB11
2.340349383,-0.999967575,MRPL16
0.67601364,-0.314949671,OCIAD1
2.289784611,1.040512085,05-Mar
2.2654633,-0.744522095,IMPAD1
1.181228321,0.433048248,DNAJB12
2.933301703,0.511459351,MRPL39
0.170426619,0.102511724,UGGT1
1.149025686,0.657669703,FASTKD2
1.504389946,-0.438898722,TECR
0.856628724,-0.341630936,USE1
2.853140229,-1.23830986,CISD1
1.608178971,0.347342173,FAM120A
1.806959367,0.810393016,MRPL35
2.002182202,0.454744339,IGF2BP1
0.010379779,0.009176254,MTCH1
0.437009771,0.708482107,GLTSCR2
0.885172014,-0.747768402,MPP6
1.847813629,0.696556091,MRPL15
0.823268605,-0.542897542,CCDC59
2.199990841,-0.465595245,NDUFAF4
0.532524678,-0.181061427,PTPLAD1
1.206836078,-1.018770854,EMC3
1.241231662,1.017416,MRPL36
3.53415485,-1.360713959,VAPA
2.518113633,0.506887436,RCC2
3.606951018,-1.787092209,PTGFRN
1.005234335,0.136744181,RRBP1
2.477709801,-0.571379979,DPM3
3.916546347,-1.716032028,COPG2
0.295437864,-0.128411611,GNG12
2.788565424,-0.810788472,DHCR7
1.094433654,0.1928641,DNAJB11
0.96342984,-0.737462362,NXF1
0.137743134,-0.068585714,SEL1L
0.80904114,0.199342728,AASS
1.512618728,1.379755656,UQCR10
4.69537478,0.987909317,MTFP1
1.604709427,-0.637952805,VTI1B
0.071923784,0.045337041,WARS2
1.548254328,-0.608852386,SEC63
1.831003273,1.670955022,SUN2
1.137048441,0.203557332,LIMA1
4.598777977,-1.425378164,SRP68
0.595963561,-0.08040301,09-Sep
0.596703094,0.373472214,PCYOX1
0.578266127,0.245656967,CYB5R1
0.033480091,0.017922719,BAIAP2L1
2.374126018,0.602273305,PUF60
0.603532884,-0.233760198,NDUFA12
0.887599274,0.231738408,ATP6V1H
0.955881094,-0.715089798,FTSJ2
1.084825551,0.605297089,ATPIF1
0.306440608,0.321561813,AK3
1.239228572,-0.278198878,SLC25A13
0.212885901,-0.065908432,STOML2
0.020728331,0.020373027,MRTO4
0.214046556,-0.185143789,TNIK
1.797625091,-1.118537903,PACSIN3
0.227339638,-0.03259786,RAB21
2.309969815,-1.019814809,RAB23
1.800558298,-0.880260468,KIDINS220
2.601875031,-0.833714167,CORO1C
0.605957526,-0.199737549,PRPF19
0.337921835,-0.314386368,NENF
0.062178518,-0.036657333,NOL7
0.318453774,-0.990739822,ORF1
2.432818145,-1.626348495,STUB1
1.223347073,-0.267719269,PACSIN2
0.68417066,0.861754735,MAGED2
1.886417456,0.910977046,RPL26L1
0.36197817,0.391894658,C19orf53
4.941425055,-1.462404887,SRRM2
1.130310438,-0.37432607,PA2G4
1.405345498,-0.349971135,SMC3
0.54878189,-0.151440303,RUVBL2
1.831632444,1.014348984,HIGD1A
0.389315631,-0.163998922,RUVBL1
0.366212584,-0.285082499,NUDC
3.161980064,1.558834076,VDAC3
0.249773995,-0.294736226,CFL2
1.977245407,0.552635829,MRPS33
0.075121343,-0.074166616,NCKAP1
0.006803693,-0.006933848,CNPY2
3.103402999,0.714916229,DNAJC16
3.942073069,-1.01800855,EPB41L3
1.478089978,-0.353584925,GSTK1
2.090872073,0.421800613,MRPS28
0.147296895,-0.063638051,COA3
2.937185004,1.076360067,POLDIP2
0.242520949,-0.369428635,THRAP3
2.677976194,0.907260259,NOP58
1.031471389,0.540205638,MTO1
0.676119124,0.323340098,YARS2
0.629492101,0.736677806,COQ6
0.338694625,0.123442968,ACOT9
2.185685466,0.605478923,TMX2
0.424918757,0.118070602,LUC7L2
2.204571888,0.287687937,MRPS2
1.746729685,-1.552990595,UTP11L
0.078195181,-0.031386693,SBDS
0.317766723,0.05916214,MRPL11
0.668203659,0.570774714,NOP16
1.222012471,-1.133516312,UFC1
1.839169894,0.779518127,MSRB2
3.337815952,0.569409053,MRPS16
0.21318571,-0.069885254,C22orf28
0.220229454,-0.624557495,RAP2C
1.554811508,-0.97957929,RHBDD3
0.887714618,0.426808039,RPL36
2.523608405,0.979861577,CHTOP
0.284744265,-0.056772232,TLN1
1.170593832,-1.312413534,DAAM1
0.693052828,3.116767248,TLN2
3.471456452,-0.571257273,AFG3L2
2.482876605,0.614812215,SAMM50
0.305773668,0.793670019,TARG1
0.63060752,0.599649429,YTHDF2
0.095646089,0.103511175,SUPT16H
1.711589434,0.258473078,TIMM9
2.218771853,0.593177795,TIMM8B
2.196134977,0.722319921,TIMM13
0.088990823,0.023972193,SRPRB
1.818063641,-1.078342438,FLVCR1
0.492074234,-0.256570816,UBIAD1
0.703136287,0.096891403,MRPS18B
2.558927102,-1.126501083,COPG1
2.637349438,0.527825038,AUP1
0.24000847,0.257054011,CLIC4
0.740755244,0.291268031,NFS1
3.183880199,0.762496312,MTCH2
0.667928484,-0.45271047,TEX264
0.847501187,-0.475812276,CEPT1
0.163907695,-0.128175735,CSNK1G3
1.654264349,0.689451218,COX11
